year,event,geoid,geolab,denom-hip,observed_benes-hip,observed-hip,predicted-hip,HRR #,HRR City,State,Resident Population (2010),"Physicians per 100,000","Orthopedic Surgeons per 100,000",geoid-knee,geolab-knee,denom-knee,observed_benes-knee,observed-knee,predicted-knee,obspred_ratio-knee
2011,HIPREP,251,MN- MINNEAPOLIS,204972,1021,1048,780.1835147,251,Minneapolis,MN,"3,240,531",221.8,7.46,251,MN- MINNEAPOLIS,204972,1731,1787,1671.884239,1.068853906
2011,HIPREP,253,MN- ROCHESTER,43907,244,248,169.0467548,253,Rochester,MN,"416,837",248.4,7.12,253,MN- ROCHESTER,43907,448,473,357.0055601,1.324909337
2011,HIPREP,254,MN- ST CLOUD,16456,94,97,63.13382184,254,St. Cloud,MN,"248,386",177,5.46,254,MN- ST CLOUD,16456,150,159,133.2219083,1.193497391
2011,HIPREP,256,MN- ST PAUL,61694,321,327,232.9952603,256,St. Paul,MN,"1,084,754",213.2,7.24,256,MN- ST PAUL,61694,569,602,499.805937,1.204467485
2011,HIPREP,257,MS- GULFPORT,22463,46,47,82.8843623,257,Gulfport,MS,"201,978",213.5,8.75,257,MS- GULFPORT,22463,188,192,184.4400178,1.040988839
2011,HIPREP,258,MS- HATTIESBURG,36530,91,95,133.8450652,258,Hattiesburg,MS,"304,469",169.3,6.71,258,MS- HATTIESBURG,36530,270,279,298.4645795,0.93478429
2011,HIPREP,259,MS- JACKSON,121479,319,327,411.0403905,259,Jackson,MS,"1,078,744",177.2,5.38,259,MS- JACKSON,121479,928,967,923.936268,1.046608985
2011,HIPREP,260,MS- MERIDIAN,27159,73,74,93.74626135,260,Meridian,MS,"196,162",158.1,4.72,260,MS- MERIDIAN,27159,181,188,208.9994376,0.899523951
2011,HIPREP,261,MS- OXFORD,18573,50,52,65.66635013,261,Oxford,MS,"158,162",138.1,6.1,261,MS- OXFORD,18573,121,125,146.818176,0.851393222
2011,HIPREP,262,MS- TUPELO,52779,126,129,192.7771327,262,Tupelo,MS,"391,168",143.2,4.06,262,MS- TUPELO,52779,305,315,428.1258949,0.735764885
2011,HIPREP,263,MO- CAPE GIRARDEAU,39341,99,104,150.5594848,263,Cape Girardeau,MO,"272,138",165.4,3.98,263,MO- CAPE GIRARDEAU,39341,301,312,327.8861302,0.951549856
